0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,-0.116666667
0.001190476,0.001190476,0.001190476,0.001190476,0.001190476,0.001190476,0.001190476,-0.008333333
0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,-0.116666667,0.016666667
0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,-0.014285714,-0.014285714
0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,-0.000915751,-0.002380952
0.001190476,0.001190476,0.001190476,0.001190476,0.001190476,0.001190476,-0.008333333,0.001190476
0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,-0.002380952,-0.000915751
9.16E-05,9.16E-05,9.16E-05,9.16E-05,9.16E-05,9.16E-05,-0.000274725,-0.000274725
0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,-0.116666667,0.016666667,0.016666667
0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,-0.014285714,0.004761905,-0.014285714
0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,-0.000915751,0.000549451,-0.002380952
0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,-0.014285714,-0.014285714,0.004761905
0.002197802,0.002197802,0.002197802,0.002197802,0.002197802,-0.003663004,-0.003663004,-0.003663004
0.0003663,0.0003663,0.0003663,0.0003663,0.0003663,-0.0003663,-0.0003663,-0.001098901
0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,-0.000915751,-0.002380952,0.000549451
0.0003663,0.0003663,0.0003663,0.0003663,0.0003663,-0.0003663,-0.001098901,-0.0003663
8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,-5.00E-05,-0.00018315,-0.00018315
0.001190476,0.001190476,0.001190476,0.001190476,0.001190476,-0.008333333,0.001190476,0.001190476
0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,-0.002380952,0.000549451,-0.000915751
9.16E-05,9.16E-05,9.16E-05,9.16E-05,9.16E-05,-0.000274725,9.16E-05,-0.000274725
0.000549451,0.000549451,0.000549451,0.000549451,0.000549451,-0.002380952,-0.000915751,0.000549451
0.0003663,0.0003663,0.0003663,0.0003663,0.0003663,-0.001098901,-0.0003663,-0.0003663
8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,-1.83E-04,-5.00E-05,-0.00018315
9.16E-05,9.16E-05,9.16E-05,9.16E-05,9.16E-05,-0.000274725,-0.000274725,9.16E-05
8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,-0.00018315,-1.83E-04,-5.00E-05
2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,-4.16E-05,-4.16E-05,-4.16E-05
0.016666667,0.016666667,0.016666667,0.016666667,-0.116666667,0.016666667,0.016666667,0.016666667
0.004761905,0.004761905,0.004761905,0.004761905,-0.014285714,0.004761905,0.004761905,-0.014285714
0.000549451,0.000549451,0.000549451,0.000549451,-0.000915751,0.000549451,0.000549451,-0.002380952
0.004761905,0.004761905,0.004761905,0.004761905,-0.014285714,0.004761905,-0.014285714,0.004761905
0.002197802,0.002197802,0.002197802,0.002197802,-0.003663004,0.002197802,-0.003663004,-0.003663004
0.0003663,0.0003663,0.0003663,0.0003663,-0.0003663,0.0003663,-0.0003663,-0.001098901
0.000549451,0.000549451,0.000549451,0.000549451,-0.000915751,0.000549451,-0.002380952,0.000549451
0.0003663,0.0003663,0.0003663,0.0003663,-0.0003663,0.0003663,-0.001098901,-0.0003663
8.33E-05,8.33E-05,8.33E-05,8.33E-05,-5.00E-05,8.33E-05,-0.00018315,-0.00018315
0.004761905,0.004761905,0.004761905,0.004761905,-0.014285714,-0.014285714,0.004761905,0.004761905
0.002197802,0.002197802,0.002197802,0.002197802,-0.003663004,-0.003663004,0.002197802,-0.003663004
0.0003663,0.0003663,0.0003663,0.0003663,-0.0003663,-0.0003663,0.0003663,-0.001098901
0.002197802,0.002197802,0.002197802,0.002197802,-0.003663004,-0.003663004,-0.003663004,0.002197802
0.001465201,0.001465201,0.001465201,0.001465201,-0.001465201,-0.001465201,-0.001465201,-0.001465201
0.000333,0.000333,0.000333,0.000333,-0.0001998,-0.0001998,-0.0001998,-0.000732601
0.0003663,0.0003663,0.0003663,0.0003663,-0.0003663,-0.0003663,-0.001098901,0.0003663
0.000333,0.000333,0.000333,0.000333,-0.0001998,-0.0001998,-0.000732601,-0.0001998
9.99E-05,9.99E-05,9.99E-05,9.99E-05,-3.33E-05,-3.33E-05,-0.0001665,-0.0001665
0.000549451,0.000549451,0.000549451,0.000549451,-0.000915751,-0.002380952,0.000549451,0.000549451
