0.333333333,0.333333333,0.333333333
0.133333333,0.133333333,-0.266666667
0.033333333,0.033333333,-0.066666667
0.133333333,-0.266666667,0.133333333
0.133333333,-0.066666667,-0.066666667
0.066666667,0,-0.066666667
0.033333333,-0.066666667,0.033333333
0.066666667,-0.066666667,0
0.066666667,-0.033333333,-0.033333333
-0.266666667,0.133333333,0.133333333
-0.066666667,0.133333333,-0.066666667
0,0.066666667,-0.066666667
-0.066666667,-0.066666667,0.133333333
0,0,0
0.066666667,0.066666667,-0.133333333
0,-0.066666667,0.066666667
0.066666667,-0.133333333,0.066666667
0.266666667,-0.133333333,-0.133333333
-0.066666667,0.033333333,0.033333333
-0.066666667,0.066666667,0
-0.033333333,0.066666667,-0.033333333
-0.066666667,0,0.066666667
-0.133333333,0.066666667,0.066666667
-0.133333333,0.266666667,-0.133333333
-0.033333333,-0.033333333,0.066666667
-0.133333333,-0.133333333,0.266666667
-0.333333333,-0.333333333,-0.333333333
